Full Name,Pos,cluster,Year,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,height,weight,salary,Dist.,2P_A,0-3_A,3-10_A,10-16_A,16-3pt_A,3P_A,0-3%,3-10%,10-16%,16-3pt%,Astd_2P,Dunk%,Dunks_Md,Astd_3P,%Corner3_A,Corner_3P%,Heaves_A,Heaves_Md
Kevin Durant,SG,3-and-D Wing,2012.0,24.0,70.0909090909091,70.0909090909091,2600.2727272727275,12.563636363636363,25.5,0.49281818181818177,2.618181818181818,6.8,0.3820909090909091,9.954545454545453,18.727272727272727,0.5346363636363637,9.1,10.381818181818181,0.879090909090909,1.0181818181818183,8.754545454545454,9.763636363636364,5.463636363636365,1.5363636363636362,1.5363636363636366,4.254545454545455,2.5636363636363635,36.87272727272727,117.27272727272727,104.72727272727273,25.463636363636365,0.612909090909091,0.26481818181818184,0.406,2.3181818181818183,18.70909090909091,10.890909090909089,19.37272727272727,1.5363636363636362,2.3454545454545452,12.372727272727273,30.090909090909097,8.409090909090908,3.4272727272727277,11.845454545454546,0.22090909090909092,4.836363636363637,0.40909090909090917,5.245454545454546,4.672727272727273,81.0,240.0,14564456.181818182,14.0,0.7351818181818183,0.22236363636363637,0.12100000000000001,0.181,0.21090909090909093,0.26481818181818184,0.7408181818181817,0.4378181818181819,0.45172727272727276,0.44236363636363635,0.4969999999999999,0.08409090909090908,106.45454545454545,0.7687272727272727,0.07109090909090908,0.4189090909090909,0.8181818181818182,0.0
Wayne Ellington,SG,Shooting Wing,2013.2857142857142,26.285714285714285,62.357142857142854,17.0,1348.142857142857,7.164285714285716,17.349999999999998,0.4130000000000001,3.2571428571428562,8.535714285714285,0.3807142857142857,3.9,8.785714285714286,0.4493571428571429,1.7,1.9785714285714289,0.8595714285714287,0.7928571428571427,4.5285714285714285,5.314285714285714,2.7285714285714286,1.307142857142857,0.17142857142857149,1.5857142857142856,2.7428571428571433,19.278571428571432,106.5,111.5,11.2,0.5292142857142859,0.48985714285714277,0.11478571428571428,1.7500000000000002,10.185714285714285,5.871428571428571,8.335714285714287,1.307142857142857,0.25000000000000006,8.085714285714287,17.27857142857143,1.1,0.5857142857142855,1.6928571428571428,0.06157142857142857,-0.2214285714285714,-1.9571428571428573,-2.2,-0.0642857142857143,77.0,200.0,2124430.714285714,18.521428571428572,0.5101428571428571,0.12564285714285714,0.06442857142857143,0.062499999999999986,0.2575714285714286,0.48985714285714277,0.6627142857142856,0.3085714285714286,0.31500000000000006,0.4124285714285714,0.5978571428571426,0.01428571428571429,5.285714285714286,0.8452142857142856,0.24892857142857144,0.40392857142857136,0.6428571428571429,0.0
Joel Embiid,C,Defensive Center,2016.5,22.5,47.0,47.0,1349.0,12.600000000000001,26.6,0.47450000000000003,1.9500000000000002,5.75,0.3375,10.7,20.85,0.511,10.4,13.399999999999999,0.776,3.7,12.55,16.25,4.55,1.35,3.75,6.6,6.1,37.599999999999994,104.5,101.0,23.5,0.5785,0.21550000000000002,0.5055,8.45,27.65,18.2,17.0,1.35,6.25,16.75,34.7,1.4,2.65,4.05,0.136,0.05,2.85,2.85,1.6,84.0,250.0,5463213.0,11.149999999999999,0.7845,0.3085,0.1835,0.195,0.096,0.21550000000000002,0.6839999999999999,0.3765,0.40049999999999997,0.45299999999999996,0.48450000000000004,0.076,53.5,0.948,0.0355,0.182,0.0,0.0
Tyreke Evans,SG,Combo Guard,2013.5454545454545,24.545454545454547,51.36363636363637,37.63636363636363,1602.5454545454545,9.727272727272727,22.400000000000002,0.435,1.7272727272727273,5.045454545454545,0.31745454545454543,7.99090909090909,17.345454545454547,0.45990909090909093,4.9363636363636365,6.527272727272727,0.7591818181818181,1.281818181818182,6.663636363636363,7.927272727272726,8.09090909090909,2.0909090909090913,0.6000000000000001,4.072727272727272,3.6545454545454543,26.172727272727276,103.27272727272727,109.36363636363636,17.12727272727273,0.5178181818181818,0.22299999999999998,0.29254545454545455,2.8000000000000003,15.009090909090908,8.809090909090909,26.9,2.0909090909090913,0.9727272727272727,13.918181818181818,25.8,1.5090909090909093,1.1272727272727272,2.6181818181818186,0.07245454545454545,0.9181818181818181,-0.2909090909090909,0.6363636363636364,1.2090909090909092,78.0,220.0,7678074.818181818,10.327272727272726,0.777,0.4461818181818181,0.16472727272727275,0.030545454545454542,0.13545454545454547,0.22299999999999998,0.5619090909090908,0.31609090909090903,0.2898181818181818,0.32827272727272727,0.24590909090909097,0.00890909090909091,7.181818181818182,0.607909090909091,0.09127272727272727,0.25863636363636366,2.6363636363636362,0.2727272727272727
Dante Exum,PG,Combo Guard,2015.6666666666667,20.666666666666668,54.0,22.333333333333332,1093.3333333333333,6.6000000000000005,15.433333333333332,0.4196666666666667,1.8,5.966666666666666,0.2956666666666667,4.800000000000001,9.399999999999999,0.4876666666666667,2.8000000000000003,3.533333333333333,0.742,1.0,4.033333333333334,4.966666666666666,6.566666666666666,1.2666666666666666,0.5,3.6999999999999997,4.933333333333334,17.8,100.0,108.0,10.299999999999999,0.5146666666666667,0.41733333333333333,0.21133333333333335,2.2,8.799999999999999,5.566666666666666,20.133333333333333,1.2666666666666666,0.8333333333333334,18.3,18.333333333333332,-0.30000000000000004,0.8666666666666667,0.6,0.058666666666666666,-1.7,-0.8333333333333334,-2.5,-0.3,78.0,190.0,4182568.3333333335,13.1,0.5826666666666667,0.3283333333333333,0.17933333333333334,0.026,0.049666666666666665,0.41733333333333333,0.6526666666666666,0.37766666666666665,0.3426666666666667,0.165,0.36000000000000004,0.04700000000000001,13.0,0.9056666666666667,0.4286666666666667,0.2886666666666667,1.3333333333333333,0.0
Derrick Favors,PF,Offensive Center,2015.6666666666667,24.666666666666668,67.0,63.333333333333336,1873.0,9.799999999999999,18.73333333333333,0.5249999999999999,0.13333333333333333,0.6666666666666666,0.22966666666666669,9.633333333333335,18.03333333333333,0.5379999999999999,3.8333333333333335,5.833333333333333,0.645,4.433333333333333,9.066666666666668,13.5,2.5,1.5666666666666664,2.1999999999999997,2.5,4.433333333333333,23.53333333333333,112.0,102.66666666666667,18.8,0.5543333333333332,0.04033333333333333,0.30966666666666665,9.933333333333332,19.8,14.966666666666667,8.366666666666667,1.5666666666666664,3.4,10.5,21.0,3.3333333333333335,3.0,6.333333333333333,0.15433333333333332,-0.36666666666666664,2.066666666666667,1.6666666666666667,1.9000000000000001,82.0,265.0,11961111.0,7.666666666666667,0.9596666666666667,0.43566666666666665,0.19999999999999998,0.167,0.157,0.04033333333333333,0.707,0.4053333333333333,0.41266666666666674,0.35633333333333334,0.7533333333333334,0.16233333333333333,102.33333333333333,1.0,0.502,0.35633333333333334,0.3333333333333333,0.0
Raymond Felton,PG,Floor General,2010.8666666666666,26.866666666666667,67.53333333333333,47.53333333333333,2079.133333333333,7.400000000000001,17.92,0.4140666666666667,1.76,5.273333333333334,0.33386666666666664,5.633333333333334,12.626666666666667,0.4466,2.966666666666667,3.7733333333333334,0.7827333333333333,0.9466666666666667,4.253333333333334,5.200000000000001,9.213333333333333,2.086666666666667,0.36666666666666675,3.5933333333333337,3.2999999999999994,19.553333333333335,103.13333333333334,108.8,13.913333333333332,0.49913333333333326,0.2939333333333333,0.2124,2.0866666666666664,9.573333333333332,5.806666666666667,28.633333333333333,2.086666666666667,0.6133333333333335,15.446666666666665,20.33333333333333,1.3133333333333335,1.6933333333333331,2.9933333333333327,0.06833333333333334,0.06000000000000008,-0.78,-0.6933333333333331,0.7733333333333334,73.0,205.0,4451808.333333333,14.273333333333335,0.7060666666666666,0.2718,0.1212,0.06560000000000002,0.2472,0.2939333333333333,0.5491333333333333,0.3906666666666666,0.3608666666666667,0.3909333333333333,0.21813333333333332,0.0023333333333333335,1.6666666666666667,0.7562000000000001,0.14706666666666665,0.3879333333333333,4.6,0.26666666666666666
Yogi Ferrell,PG,Combo Guard,2016.142857142857,23.142857142857142,38.0,19.571428571428573,1010.0,6.6000000000000005,16.442857142857143,0.3994285714285714,2.814285714285714,7.8428571428571425,0.3632857142857143,3.7571428571428576,8.628571428571428,0.43814285714285717,2.971428571428571,3.8714285714285714,0.7802857142857142,0.9428571428571428,3.7000000000000006,4.642857142857143,6.457142857142858,1.457142857142857,0.39999999999999997,3.1571428571428575,3.714285714285714,18.942857142857143,102.14285714285714,112.28571428571429,11.257142857142856,0.5217142857142857,0.4788571428571429,0.23871428571428568,1.971428571428571,8.571428571428571,5.157142857142857,20.271428571428572,1.457142857142857,0.7142857142857142,14.671428571428574,19.285714285714285,0.6714285714285714,0.7571428571428572,1.457142857142857,0.04114285714285715,-1.0857142857142856,-1.2857142857142858,-2.3714285714285714,0.31428571428571433,72.0,180.0,376973.14285714284,17.25714285714286,0.5211428571428571,0.17785714285714285,0.07942857142857142,0.08328571428571428,0.17942857142857144,0.4788571428571429,0.5631428571428572,0.399,0.3958571428571429,0.3574285714285714,0.2327142857142857,0.0,0.0,0.5711428571428572,0.1305714285714286,0.366,0.7142857142857143,0.0
Dorian Finney-Smith,PF,3-and-D Wing,2016.5,23.5,51.0,24.0,1045.0,4.55,12.1,0.37600000000000006,2.0,6.8,0.296,2.55,5.3,0.48,1.35,1.7999999999999998,0.7435,2.1,5.6,7.7,2.5,1.35,0.6000000000000001,1.9,4.4,12.45,97.5,110.5,7.65,0.484,0.564,0.1535,4.5,13.0,8.600000000000001,7.2,1.35,1.1,12.6,13.35,-0.15000000000000002,0.9,0.75,0.028,-2.8,0.5,-2.25,0.05,80.0,220.0,928041.0,16.5,0.436,0.23399999999999999,0.091,0.0325,0.08,0.564,0.6645,0.29400000000000004,0.0625,0.33399999999999996,0.631,0.0835,16.5,0.957,0.381,0.327,1.5,0.0
Evan Fournier,SG,Scoring Wing,2014.5,22.5,62.666666666666664,39.0,1704.8333333333333,8.549999999999999,18.900000000000002,0.45199999999999996,2.8833333333333333,7.583333333333333,0.3826666666666667,5.6499999999999995,11.316666666666665,0.49783333333333335,3.766666666666667,4.733333333333333,0.7934999999999999,0.8166666666666668,4.05,4.866666666666667,4.266666666666667,1.5333333333333332,0.15,2.966666666666667,4.833333333333333,23.766666666666666,107.33333333333333,111.16666666666667,13.416666666666666,0.5658333333333334,0.40116666666666667,0.2515,1.8,9.066666666666668,5.416666666666667,13.5,1.5333333333333332,0.24999999999999997,12.433333333333335,21.11666666666667,1.8166666666666664,0.8999999999999999,2.716666666666667,0.07816666666666666,0.8000000000000002,-1.9500000000000002,-1.0833333333333335,0.4333333333333333,79.0,205.0,6759374.166666667,13.966666666666667,0.5988333333333333,0.29766666666666663,0.1495,0.056666666666666664,0.09500000000000001,0.40116666666666667,0.6398333333333334,0.3433333333333333,0.37916666666666665,0.3373333333333333,0.49633333333333335,0.017333333333333333,10.0,0.846,0.20333333333333334,0.45416666666666666,1.8333333333333333,0.0
De'Aaron Fox,PG,Combo Guard,2017.0,20.0,73.0,60.0,2026.0,8.2,19.9,0.412,1.2,3.8,0.307,7.0,16.1,0.436,3.5,4.9,0.723,0.8,4.3,5.1,8.0,1.7,0.5,4.3,4.1,21.1,94.0,113.0,11.2,0.478,0.192,0.245,1.8,10.0,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.014,-2.8,-1.5,-4.4,-1.2,75.0,175.0,4609200.0,12.0,0.8079999999999999,0.238,0.223,0.146,0.201,0.192,0.647,0.354,0.336,0.35,0.217,0.034,22.0,0.617,0.203,0.29,2.0,0.0
Channing Frye,C,Offensive Center,2012.1875,29.1875,61.0625,29.5,1332.875,7.54375,16.799999999999997,0.44806250000000003,2.7312499999999997,7.24375,0.3545625,4.80625,9.574999999999998,0.52,2.04375,2.4562500000000003,0.833125,1.8625000000000003,8.425,10.31875,2.4187499999999997,1.1625000000000003,1.25625,1.95,5.775,19.818750000000005,110.1875,107.875,13.200000000000001,0.558,0.45649999999999996,0.1396875,4.1937500000000005,18.693749999999998,11.5,7.29375,1.1625000000000003,1.925,9.80625,17.393749999999997,1.4625000000000001,1.2625000000000002,2.70625,0.09956250000000003,-0.30625,-0.32499999999999996,-0.61875,0.6249999999999999,84.0,255.0,5687925.5625,17.71875,0.5435,0.137375,0.09906249999999998,0.07350000000000001,0.232375,0.45649999999999996,0.631125,0.5160625,0.45525,0.44875,0.6984375,0.0319375,13.25,0.969625,0.2025625,0.3898750000000001,0.5,0.0
